name,featuredFilm,year,role,wikiLink,wikiImageLink
Sarge,Cars,2006,heroes,https://disney.fandom.com/wiki/Sarge_(Cars),https://static.wikia.nocookie.net/disney/images/d/df/Profile-_Sarge.png/revision/latest?cb=20190414094350
Cruz Ramirez,Cars,2006,heroine,https://disney.fandom.com/wiki/Cruz_Ramirez,https://static.wikia.nocookie.net/disney/images/b/b1/Profile-_Cruz_Ramirez.png
Smokey,Cars,2006,heroes,https://disney.fandom.com/wiki/Smokey,https://static.wikia.nocookie.net/disney/images/0/02/Profile_-_Smokey.png
Sterling,Cars,2006,character,https://disney.fandom.com/wiki/Sterling,https://static.wikia.nocookie.net/disney/images/5/5e/Profile_-_Sterling.jpg/revision/latest?cb=20190528140019
Jackson Storm,Cars,2006,character,https://disney.fandom.com/wiki/Jackson_Storm,https://static.wikia.nocookie.net/disney/images/6/6d/Profile_-_Jackson_Storm.png/revision/latest?cb=20190425181328
Sally Carrera,Cars,2006,heroine,https://disney.fandom.com/wiki/Sally_Carrera,https://static.wikia.nocookie.net/disney/images/2/27/Profile-_Sally_Carrera.png
Miss Fritter,Cars,2006,protagonist,https://disney.fandom.com/wiki/Miss_Fritter,https://static.wikia.nocookie.net/disney/images/5/52/Miss_Fritter_Proflie.png/revision/latest?cb=20210421052731
Ramone,Cars,2006,heroes,https://disney.fandom.com/wiki/Ramone,https://static.wikia.nocookie.net/disney/images/7/79/Profile-Ramone.png
Flo,Cars,2006,heroine,https://disney.fandom.com/wiki/Flo,https://static.wikia.nocookie.net/disney/images/7/78/Profile-Flo.png
Sheriff,Cars,2006,heroes,https://disney.fandom.com/wiki/Sheriff_(Cars),https://static.wikia.nocookie.net/disney/images/3/31/Profile_-_Sheriff.jpg
Lizzie,Cars,2006,heroines,https://disney.fandom.com/wiki/Lizzie_(Cars),https://static.wikia.nocookie.net/disney/images/3/31/Lizzie.png/revision/latest?cb=20151222133758
Mack,Cars,2006,heroes,https://disney.fandom.com/wiki/Mack,https://static.wikia.nocookie.net/disney/images/9/94/Profile-Mack.png
Chick Hicks,Cars,2006,villain,https://disney.fandom.com/wiki/Chick_Hicks,https://static.wikia.nocookie.net/disney/images/d/d9/Chick_Cars_3.PNG/revision/latest?cb=20220309182843
Michael Keaton,Cars,2006,character,https://disney.fandom.com/wiki/Michael_Keaton,https://static.wikia.nocookie.net/disney/images/1/1c/Michael_Keaton.jpg/revision/latest?cb=20240812144243
Strip Weathers,Cars,2006,heroes,https://disney.fandom.com/wiki/The_King_(Cars),https://static.wikia.nocookie.net/disney/images/7/73/Profile_-_The_King_%28Cars%29.jpg/revision/latest?cb=20190502052057
Jeff Gorvette,Cars,2006,character,https://disney.fandom.com/wiki/Jeff_Gorvette,https://static.wikia.nocookie.net/disney/images/a/a9/Jeff_gorvette.webp/revision/latest?cb=20230415165519
Cal Weathers,Cars,2006,character,https://disney.fandom.com/wiki/Cal_Weathers,https://static.wikia.nocookie.net/disney/images/8/8d/Cal_Weathers_Profile.png/revision/latest?cb=20210421100631
Tex Dinoco,Cars,2006,heroes,https://disney.fandom.com/wiki/Tex_Dinoco,https://static.wikia.nocookie.net/disney/images/5/54/Profile-_Tex_Dinoco.png
River Scott,Cars,2006,heroines,"https://disney.fandom.com/wiki/Junior,_River,_and_Louise",https://static.wikia.nocookie.net/disney/images/9/93/Junior%2C_River%2C_and_Louise.jpg/revision/latest?cb=20190521193203
"Junior ""Midnight"" Moon",Cars,2006,heroines,"https://disney.fandom.com/wiki/Junior,_River,_and_Louise",https://static.wikia.nocookie.net/disney/images/9/93/Junior%2C_River%2C_and_Louise.jpg/revision/latest?cb=20190521193203
"Louise ""Barnstormer"" Nash",Cars,2006,heroines,"https://disney.fandom.com/wiki/Junior,_River,_and_Louise",https://static.wikia.nocookie.net/disney/images/9/93/Junior%2C_River%2C_and_Louise.jpg/revision/latest?cb=20190521193203
Doc Hudson/Fabulous Hudson Hornet,Cars,2006,heroes,https://disney.fandom.com/wiki/Doc_Hudson,https://static.wikia.nocookie.net/disney/images/e/e8/Profile-Doc_hudson.png/revision/latest?cb=20221003162257
Red,Cars,2006,protagonist,https://disney.fandom.com/wiki/Red_(Cars),https://static.wikia.nocookie.net/disney/images/4/43/Red_High_Profile.png/revision/latest?cb=20210421095007
Remy,Ratatouille,2007,protagonist,https://disney.fandom.com/wiki/Remy,https://static.wikia.nocookie.net/disney/images/7/73/Profile_-_Remy.jpeg/revision/latest?cb=20210304151316
Alfredo Linguini,Ratatouille,2007,heroes,https://disney.fandom.com/wiki/Alfredo_Linguini,https://static.wikia.nocookie.net/disney/images/1/16/Profile_-_Linguini.jpeg
Colette Tatou,Ratatouille,2007,heroine,https://disney.fandom.com/wiki/Colette_Tatou,https://static.wikia.nocookie.net/disney/images/a/a4/Profile_-_Colette_Tatou.jpg
Chef Skinner,Ratatouille,2007,villain,https://disney.fandom.com/wiki/Chef_Skinner,https://static.wikia.nocookie.net/disney/images/9/9c/Profile_-_Chef_Skinner.jpg/revision/latest?cb=20240628061041
Anton Ego,Ratatouille,2007,character,https://disney.fandom.com/wiki/Anton_Ego,https://static.wikia.nocookie.net/disney/images/9/91/Profile_-_Anton_Ego.jpg/revision/latest?cb=20190626003849
Auguste Gusteau,Ratatouille,2007,heroes,https://disney.fandom.com/wiki/Auguste_Gusteau,https://static.wikia.nocookie.net/disney/images/9/95/Profile_-_Auguste_Gusteau.jpg
Django,Ratatouille,2007,heroes,https://disney.fandom.com/wiki/Django,https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Django.jpeg
Emile,Ratatouille,2007,heroes,https://disney.fandom.com/wiki/Emile,https://static.wikia.nocookie.net/disney/images/4/4d/Profile_-_Emile.jpeg
Horst,Ratatouille,2007,character,https://disney.fandom.com/wiki/Gusteau%27s_Employees,https://static.wikia.nocookie.net/disney/images/4/4f/Gusteau%27s_Employees.png/revision/latest?cb=20220529204753
Lalo,Ratatouille,2007,character,https://disney.fandom.com/wiki/Gusteau%27s_Employees,https://static.wikia.nocookie.net/disney/images/4/4f/Gusteau%27s_Employees.png/revision/latest?cb=20220529204753
Larousse,Ratatouille,2007,character,https://disney.fandom.com/wiki/Gusteau%27s_Employees,https://static.wikia.nocookie.net/disney/images/4/4f/Gusteau%27s_Employees.png/revision/latest?cb=20220529204753
Mustafa,Ratatouille,2007,character,https://disney.fandom.com/wiki/Mustafa,https://static.wikia.nocookie.net/disney/images/f/ff/Mustafa.jpg/revision/latest?cb=20110324203555
Talon Labarthe,Ratatouille,2007,character,https://disney.fandom.com/wiki/Talon_Labarthe,https://static.wikia.nocookie.net/disney/images/7/77/Talon.png/revision/latest?cb=20130331145155
Pompidou,Ratatouille,2007,character,https://disney.fandom.com/wiki/Gusteau%27s_Employees,https://static.wikia.nocookie.net/disney/images/4/4f/Gusteau%27s_Employees.png/revision/latest?cb=20220529204753
Health Inspector,Ratatouille,2007,character,https://disney.fandom.com/wiki/Health_Inspector,https://static.wikia.nocookie.net/disney/images/6/63/Healthinspector.png/revision/latest?cb=20121013130022
Git,Ratatouille,2007,heroes,https://disney.fandom.com/wiki/Git,https://static.wikia.nocookie.net/disney/images/3/3e/Git.jpg
Ambrister Minion,Ratatouille,2007,character,https://disney.fandom.com/wiki/Ambrister_Minion,https://static.wikia.nocookie.net/disney/images/4/4b/Ambrister.png/revision/latest?cb=20150901051014
Bolt,Bolt,2008,protagonist,https://disney.fandom.com/wiki/Bolt_(character),https://static.wikia.nocookie.net/disney/images/2/29/Profile_-_Bolt.jpeg/revision/latest?cb=20190624042125
Mittens,Bolt,2008,heroine,https://disney.fandom.com/wiki/Mittens,https://static.wikia.nocookie.net/disney/images/c/cb/Profile_-_Mittens.jpg
Rhino,Bolt,2008,heroes,https://disney.fandom.com/wiki/Rhino,https://static.wikia.nocookie.net/disney/images/4/4d/Profile_-_Rhino.jpg
Penny,Bolt,2008,heroines,https://disney.fandom.com/wiki/Penny_(Bolt),https://static.wikia.nocookie.net/disney/images/c/c0/Profile_-_Penny_Forrester.png/revision/latest?cb=20200709180645
Dr. Calico,Bolt,2008,villain,https://disney.fandom.com/wiki/Dr._Calico,https://static.wikia.nocookie.net/disney/images/1/1c/Dr._Calico.jpg/revision/latest?cb=20180727000824
Penny's Mom,Bolt,2008,heroines,https://disney.fandom.com/wiki/Penny%27s_Mom,https://static.wikia.nocookie.net/disney/images/7/7a/Penny_mother.jpg/revision/latest?cb=20110223135106
Blake,Bolt,2008,character,"https://disney.fandom.com/wiki/Blake,_Tom,_and_Billy",https://static.wikia.nocookie.net/disney/images/1/1c/Blake%2C_Tom_and_Billy.jpg/revision/latest?cb=20150907191226
Tom,Bolt,2008,heroes,"https://disney.fandom.com/wiki/Blake,_Tom,_and_Billy",https://static.wikia.nocookie.net/disney/images/9/92/275px-Tom.jpg
Billy,Bolt,2008,character,"https://disney.fandom.com/wiki/Blake,_Tom,_and_Billy",https://static.wikia.nocookie.net/disney/images/1/1c/Blake%2C_Tom_and_Billy.jpg/revision/latest?cb=20150907191226
Agent,Bolt,2008,villain,https://disney.fandom.com/wiki/Agent,https://static.wikia.nocookie.net/disney/images/b/b2/Agent-%28Bolt%29.jpg/revision/latest?cb=20200730204648
The Director,Bolt,2008,character,https://disney.fandom.com/wiki/The_Director,https://static.wikia.nocookie.net/disney/images/7/77/Director.png/revision/latest?cb=20100319203030
Mindy Parker,Bolt,2008,character,https://disney.fandom.com/wiki/Mindy_Parker,https://static.wikia.nocookie.net/disney/images/a/ad/Mindy_from_the_network.png/revision/latest?cb=20150813215246
Thug,Bolt,2008,character,https://disney.fandom.com/wiki/Thug_Actor,https://static.wikia.nocookie.net/disney/images/7/7a/Thug_Actor.jpg/revision/latest?cb=20161122153032
Joey,Bolt,2008,character,"https://disney.fandom.com/wiki/Joey,_Vinnie,_and_Bobby",https://static.wikia.nocookie.net/disney/images/1/1d/Bolt-disneys-bolt-5762866-800-448.jpg/revision/latest?cb=20121128145609
Vinnie,Bolt,2008,character,"https://disney.fandom.com/wiki/Joey,_Vinnie,_and_Bobby",https://static.wikia.nocookie.net/disney/images/1/1d/Bolt-disneys-bolt-5762866-800-448.jpg/revision/latest?cb=20121128145609
Bobby,Bolt,2008,character,"https://disney.fandom.com/wiki/Joey,_Vinnie,_and_Bobby",https://static.wikia.nocookie.net/disney/images/1/1d/Bolt-disneys-bolt-5762866-800-448.jpg/revision/latest?cb=20121128145609
Penny's TV Dad,Bolt,2008,character,https://disney.fandom.com/wiki/Penny%27s_Father_(actor),https://static.wikia.nocookie.net/disney/images/2/2d/Penny%27s_father.png/revision/latest?cb=20161121162611
Officer Ester,Bolt,2008,character,https://disney.fandom.com/wiki/Officer_Ester,https://static.wikia.nocookie.net/disney/images/7/7f/EsterBoltACO.jpg/revision/latest?cb=20160220115510
Officer Lloyd,Bolt,2008,character,https://disney.fandom.com/wiki/Officer_Lloyd,https://static.wikia.nocookie.net/disney/images/9/97/Lloyd_%28Bolt%29.png/revision/latest?cb=20220915092726
Officer Martin,Bolt,2008,character,https://disney.fandom.com/wiki/Officer_Martin,https://static.wikia.nocookie.net/disney/images/e/e9/Martin_%28Bolt%29.jpg/revision/latest?cb=20180710155107
Gnomeo,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Gnomeo,https://static.wikia.nocookie.net/disney/images/c/c8/Gnomeo.jpg/revision/latest?cb=20120815235704
Juliet,Tinker Bell,2008,heroines,https://disney.fandom.com/wiki/Juliet_(Gnomeo_%26_Juliet),https://static.wikia.nocookie.net/disney/images/7/7c/Juliet.jpg/revision/latest?cb=20120816050653
Lord Redbrick,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Lord_Redbrick,https://static.wikia.nocookie.net/disney/images/4/4a/Profile_-_Lord_Redbrick.jpg
Tybalt,Tinker Bell,2008,villain,https://disney.fandom.com/wiki/Tybalt,https://static.wikia.nocookie.net/disney/images/b/b2/Tybalt_Racing.jpg/revision/latest?cb=20121005054222
Lady Bluebury,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Lady_Bluebury,https://static.wikia.nocookie.net/disney/images/0/00/Imageg%26jlbb.jpg
Nanette,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Nanette,https://static.wikia.nocookie.net/disney/images/7/74/Nanette.png
Benny,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Benny_(Gnomeo_%26_Juliet),https://static.wikia.nocookie.net/disney/images/9/96/Benny_Gnome.png/revision/latest?cb=20120818161857
Fawn,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Fawn_(Gnomeo_%26_Juliet),https://static.wikia.nocookie.net/disney/images/2/27/Profile_-_Fawn.jpg/revision/latest?cb=20191022021130
Featherstone,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Featherstone,https://static.wikia.nocookie.net/disney/images/2/21/Featherstone.jpg
Miss Montague,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Miss_Montague,https://static.wikia.nocookie.net/disney/images/c/c0/Imageg%26jmm.jpg
Mr. Capulet,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Mr._Capulet,https://static.wikia.nocookie.net/disney/images/1/15/Imageg%26jmc.jpg
Rosetta,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Rosetta,https://static.wikia.nocookie.net/disney/images/d/d6/Profile_-_Rosetta.png/revision/latest?cb=20210831165444
Silvermist,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Silvermist,https://static.wikia.nocookie.net/disney/images/5/56/Profile_-_Silvermist.png
Fawn,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Fawn,https://static.wikia.nocookie.net/disney/images/2/27/Profile_-_Fawn.jpg/revision/latest?cb=20191022021130
Fairy Mary,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Fairy_Mary,https://static.wikia.nocookie.net/disney/images/5/50/Fairymarydisney.jpeg
Terence,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Terence,https://static.wikia.nocookie.net/disney/images/4/47/Profile_-_Terence.png/revision/latest?cb=20210228093228
Clank,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Clank_and_Bobble,https://static.wikia.nocookie.net/disney/images/b/b9/Clankbobbledisney.jpeg/revision/latest?cb=20121016041738
Bobble,Tinker Bell,2008,heroes,https://disney.fandom.com/wiki/Clank_and_Bobble,https://static.wikia.nocookie.net/disney/images/b/b9/Clankbobbledisney.jpeg/revision/latest?cb=20121016041738
Queen Clarion,Tinker Bell,2008,heroine,https://disney.fandom.com/wiki/Queen_Clarion,https://static.wikia.nocookie.net/disney/images/9/9b/Profile_-_Queen_Clarion.jpg
Pixie Hollow,Tinker Bell,2008,character,https://disney.fandom.com/wiki/Pixie_Hollow,https://static.wikia.nocookie.net/disney/images/e/eb/Pixie_Hollow_full_view.jpg/revision/latest?cb=20150112184858
Wendy Darling,Tinker Bell,2008,protagonist,https://disney.fandom.com/wiki/Wendy_Darling,https://static.wikia.nocookie.net/disney/images/5/53/Profile_-_Wendy_Darling.jpeg/revision/latest?cb=20190312151612
Mrs. Darling,Tinker Bell,2008,heroines,https://disney.fandom.com/wiki/Mary_Darling,https://static.wikia.nocookie.net/disney/images/c/cd/Mary_Peter_Pan.jpg/revision/latest?cb=20160709120041
Vidia,Tinker Bell,2008,villain,https://disney.fandom.com/wiki/Vidia,https://static.wikia.nocookie.net/disney/images/d/d8/Profile_-_Vidia.png/revision/latest?cb=20210225082145
Tiana,The Princess and the Frog,2009,protagonist,https://disney.fandom.com/wiki/Tiana,https://static.wikia.nocookie.net/disney/images/f/fa/Profile_-_Tiana.jpeg/revision/latest?cb=20190312024209
Prince Naveen,The Princess and the Frog,2009,heroes,https://disney.fandom.com/wiki/Prince_Naveen,https://static.wikia.nocookie.net/disney/images/9/92/Profile_-_Prince_Naveen.jpeg
Charlotte La Bouff,The Princess and the Frog,2009,heroine,https://disney.fandom.com/wiki/Charlotte_La_Bouff,https://static.wikia.nocookie.net/disney/images/0/0e/Charlotte_La_Bouff.jpeg
Dr. Facilier,The Princess and the Frog,2009,villain,https://disney.fandom.com/wiki/Dr._Facilier,https://static.wikia.nocookie.net/disney/images/3/3f/Profile_-_Dr._Facilier.jpeg/revision/latest?cb=20190312024000
Mama Odie,The Princess and the Frog,2009,heroine,https://disney.fandom.com/wiki/Mama_Odie,https://static.wikia.nocookie.net/disney/images/3/35/Profile_-_Mama_Odie.jpeg
Ray,The Princess and the Frog,2009,heroes,https://disney.fandom.com/wiki/Ray,https://static.wikia.nocookie.net/disney/images/3/37/Profile_-_Ray.jpeg
Louis,The Princess and the Frog,2009,heroes,https://disney.fandom.com/wiki/Louis_(The_Princess_and_the_Frog),https://static.wikia.nocookie.net/disney/images/e/e4/Profile_-_Louis_the_alligator.jpeg/revision/latest?cb=20190312060044
Terence Blanchard,The Princess and the Frog,2009,character,https://disney.fandom.com/wiki/Terence_Blanchard,https://static.wikia.nocookie.net/disney/images/9/99/Terence_Blanchard.jpg/revision/latest?cb=20240313000123
Marlon,The Princess and the Frog,2009,villain,https://disney.fandom.com/wiki/Swamp_Gators,https://static.wikia.nocookie.net/disney/images/4/47/Alligator%27s_temper_tantrum.jpg/revision/latest?cb=20200601124752
Ian,The Princess and the Frog,2009,villain,https://disney.fandom.com/wiki/Swamp_Gators,https://static.wikia.nocookie.net/disney/images/4/47/Alligator%27s_temper_tantrum.jpg/revision/latest?cb=20200601124752
Lawrence,The Princess and the Frog,2009,villain,https://disney.fandom.com/wiki/Lawrence_(The_Princess_and_the_Frog),https://static.wikia.nocookie.net/disney/images/6/6a/Profile_-_Lawrence.jpeg/revision/latest?cb=20190312061730
Eli La Bouff,The Princess and the Frog,2009,heroes,https://disney.fandom.com/wiki/Eli_La_Bouff,https://static.wikia.nocookie.net/disney/images/c/c3/Profile_-_Eli_Big_Daddy_La_Bouff.jpeg
Eudora,The Princess and the Frog,2009,heroine,https://disney.fandom.com/wiki/Eudora,https://static.wikia.nocookie.net/disney/images/3/30/Eudora_Princess_and_the_Frog.jpg
James,The Princess and the Frog,2009,character,https://disney.fandom.com/wiki/James_(The_Princess_and_the_Frog),https://static.wikia.nocookie.net/disney/images/b/b8/James_Princess_and_the_Frog.jpg/revision/latest?cb=20160715192419
Reggie,The Princess and the Frog,2009,villain,"https://disney.fandom.com/wiki/Reggie,_Darnell,_and_Two_Fingers",https://static.wikia.nocookie.net/disney/images/8/89/Princess-and-the-frog-disneyscreencaps.com-5971.jpg/revision/latest?cb=20210728201450
Darnell,The Princess and the Frog,2009,villain,"https://disney.fandom.com/wiki/Reggie,_Darnell,_and_Two_Fingers",https://static.wikia.nocookie.net/disney/images/8/89/Princess-and-the-frog-disneyscreencaps.com-5971.jpg/revision/latest?cb=20210728201450
Two Fingers,The Princess and the Frog,2009,villain,"https://disney.fandom.com/wiki/Reggie,_Darnell,_and_Two_Fingers",https://static.wikia.nocookie.net/disney/images/8/89/Princess-and-the-frog-disneyscreencaps.com-5971.jpg/revision/latest?cb=20210728201450
Mr. Henry Fenner,The Princess and the Frog,2009,character,https://disney.fandom.com/wiki/The_Fenner_Brothers,https://static.wikia.nocookie.net/disney/images/a/a3/The_Fenner_Brothers-Profile_Image.png/revision/latest?cb=20240203030016
Mr. Harvey Fenner,The Princess and the Frog,2009,character,https://disney.fandom.com/wiki/The_Fenner_Brothers,https://static.wikia.nocookie.net/disney/images/a/a3/The_Fenner_Brothers-Profile_Image.png/revision/latest?cb=20240203030016
