name,featuredFilm,year,role,wikiLink,wikiImageLink
Yama,Big Hero 6,2014,villain,https://disney.fandom.com/wiki/Yama_(Big_Hero_6),https://static.wikia.nocookie.net/disney/images/1/19/Yama_.jpeg/revision/latest?cb=20180930064519
Abigail Callaghan,Big Hero 6,2014,heroine,https://disney.fandom.com/wiki/Abigail_Callaghan,https://static.wikia.nocookie.net/disney/images/0/03/Abigail_Callaghan.jpg
The Ringleader,Big Hero 6,2014,villain,https://disney.fandom.com/wiki/The_Ringleader,https://static.wikia.nocookie.net/disney/images/a/a0/Ringleader_Big_Hero_6.jpeg/revision/latest?cb=20180930005748
Heathcliff,Big Hero 6,2014,heroes,https://disney.fandom.com/wiki/Heathcliff,https://static.wikia.nocookie.net/disney/images/2/20/Heathcliff_Big_hero_6.jpeg
Fred's Father,Big Hero 6,2014,heroes,https://disney.fandom.com/wiki/Mr._Frederickson,https://static.wikia.nocookie.net/disney/images/a/aa/Fred%27s_Father.png/revision/latest?cb=20150210195817
Yokai,Big Hero 6,2014,villain,https://disney.fandom.com/wiki/Yokai,https://static.wikia.nocookie.net/disney/images/0/00/Yokai_Big_Hero_6_Profile.jpg/revision/latest?cb=20160809065435
Joy,Inside Out,2015,protagonist,https://disney.fandom.com/wiki/Joy,https://static.wikia.nocookie.net/disney/images/e/eb/Profile_-_Joy.png/revision/latest?cb=20240529150014
Sadness,Inside Out,2015,heroine,https://disney.fandom.com/wiki/Sadness,https://static.wikia.nocookie.net/disney/images/a/ad/Profile_-_Sadness.png
Fear,Inside Out,2015,heroes,https://disney.fandom.com/wiki/Fear,https://static.wikia.nocookie.net/disney/images/4/43/Profile_-_Fear.png
Anger,Inside Out,2015,heroes,https://disney.fandom.com/wiki/Anger,https://static.wikia.nocookie.net/disney/images/5/5a/Profile_-_Anger.png
Disgust,Inside Out,2015,heroine,https://disney.fandom.com/wiki/Disgust,https://static.wikia.nocookie.net/disney/images/1/12/Profile_-_Disgust.png
Bing Bong,Inside Out,2015,heroes,https://disney.fandom.com/wiki/Bing_Bong,https://static.wikia.nocookie.net/disney/images/a/ab/Profile_-_Bing_Bong.jpg
Riley Andersen,Inside Out,2015,character,https://disney.fandom.com/wiki/Riley_Andersen,https://static.wikia.nocookie.net/disney/images/6/60/Riley_Anderson.png/revision/latest?cb=20240308080809
Mrs. Andersen,Inside Out,2015,heroine,https://disney.fandom.com/wiki/Mrs._Andersen,https://static.wikia.nocookie.net/disney/images/3/39/Profile_-_Mrs._Andersen.png
Mr. Andersen,Inside Out,2015,heroes,https://disney.fandom.com/wiki/Mr._Andersen,https://static.wikia.nocookie.net/disney/images/f/ff/Riley%27s-father.png
Meg,Inside Out,2015,heroine,https://disney.fandom.com/wiki/Meg_(Inside_Out),https://static.wikia.nocookie.net/disney/images/2/28/Megprofile.png
Brazilian Helicopter Pilot,Inside Out,2015,character,https://disney.fandom.com/wiki/Brazilian_Helicopter_Pilot,https://static.wikia.nocookie.net/disney/images/c/cd/Brazilin_heicpoter_pilot.png/revision/latest?cb=20170121032909
Subconscious Guard Dave,Inside Out,2015,character,https://disney.fandom.com/wiki/Frank_and_Dave,https://static.wikia.nocookie.net/disney/images/4/4f/Inside-out-disneyscreencaps.com-6656.jpg/revision/latest?cb=20170204220613
Subconscious Guard Frank,Inside Out,2015,character,https://disney.fandom.com/wiki/Frank_and_Dave,https://static.wikia.nocookie.net/disney/images/4/4f/Inside-out-disneyscreencaps.com-6656.jpg/revision/latest?cb=20170204220613
Forgetter Paula,Inside Out,2015,character,https://disney.fandom.com/wiki/The_Forgetters,https://static.wikia.nocookie.net/disney/images/0/0b/The_forgetters.jpg/revision/latest?cb=20150604115559
Forgetter Bobby,Inside Out,2015,character,https://disney.fandom.com/wiki/The_Forgetters,https://static.wikia.nocookie.net/disney/images/0/0b/The_forgetters.jpg/revision/latest?cb=20150604115559
Moana,Moana,2016,protagonist,https://disney.fandom.com/wiki/Moana_(character),https://static.wikia.nocookie.net/disney/images/7/7d/Profile_-_Moana.png/revision/latest?cb=20240530203852
Maui,Moana,2016,heroes,https://disney.fandom.com/wiki/Maui,https://static.wikia.nocookie.net/disney/images/6/6f/Profile_-_Maui.jpeg
Gramma Tala,Moana,2016,heroine,https://disney.fandom.com/wiki/Gramma_Tala,https://static.wikia.nocookie.net/disney/images/e/e5/Profile_-_Gramma_Tala.jpeg
Tui,Moana,2016,character,https://disney.fandom.com/wiki/Tui,https://static.wikia.nocookie.net/disney/images/1/1d/Profile_%E2%80%94_Chief_Tui.jpeg/revision/latest?cb=20201218170002
Tamatoa,Moana,2016,villain,https://disney.fandom.com/wiki/Tamatoa,https://static.wikia.nocookie.net/disney/images/c/c5/Profile_-_Tamatoa.jpeg/revision/latest?cb=20230628130929
Sina,Moana,2016,heroine,https://disney.fandom.com/wiki/Sina,https://static.wikia.nocookie.net/disney/images/2/2f/Sina_Moana.jpg
Heihei,Moana,2016,heroes,https://disney.fandom.com/wiki/Heihei,https://static.wikia.nocookie.net/disney/images/6/6b/Profile_-_Heihei.jpeg
Kakamora,Moana,2016,villain,https://disney.fandom.com/wiki/Kakamora,https://static.wikia.nocookie.net/disney/images/c/ce/Profile_-_Kakamora.jpg/revision/latest?cb=20200226185435
Judy Hopps,Zootopia,2016,protagonist,https://disney.fandom.com/wiki/Judy_Hopps,https://static.wikia.nocookie.net/disney/images/d/da/Profile_-_Judy_Hopps.jpeg/revision/latest?cb=20190415002656
Nick Wilde,Zootopia,2016,protagonist,https://disney.fandom.com/wiki/Nick_Wilde,https://static.wikia.nocookie.net/disney/images/5/50/Profile_-_Nick_Wilde.jpeg/revision/latest?cb=20190312045634
Chief Bogo,Zootopia,2016,heroes,https://disney.fandom.com/wiki/Chief_Bogo,https://static.wikia.nocookie.net/disney/images/6/63/Profile_-_Chief_Bogo.jpeg
Bellwether,Zootopia,2016,villain,https://disney.fandom.com/wiki/Bellwether,https://static.wikia.nocookie.net/disney/images/8/85/Profile_-_Bellwether_.jpeg/revision/latest?cb=20190312051343
Clawhauser,Zootopia,2016,heroes,https://disney.fandom.com/wiki/Clawhauser,https://static.wikia.nocookie.net/disney/images/7/7b/Profile_-_Clawhauser.jpeg
Bonnie Hopps,Zootopia,2016,character,https://disney.fandom.com/wiki/Bonnie_and_Stu_Hopps,https://static.wikia.nocookie.net/disney/images/f/f2/Bonnie_and_Stu_Hopps.jpg/revision/latest?cb=20160712052232
Stu Hopps,Zootopia,2016,character,https://disney.fandom.com/wiki/Bonnie_and_Stu_Hopps,https://static.wikia.nocookie.net/disney/images/f/f2/Bonnie_and_Stu_Hopps.jpg/revision/latest?cb=20160712052232
Yax,Zootopia,2016,heroes,https://disney.fandom.com/wiki/Yax,https://static.wikia.nocookie.net/disney/images/6/67/Profile_-_Yax.jpeg
Mayor Lionheart,Zootopia,2016,character,https://disney.fandom.com/wiki/Mayor_Lionheart,https://static.wikia.nocookie.net/disney/images/d/dd/Profile_-_Mayor_Lionheart.jpeg/revision/latest?cb=20190312051026
Mrs. Otterton,Zootopia,2016,character,https://disney.fandom.com/wiki/Mrs._Otterton,https://static.wikia.nocookie.net/disney/images/8/81/Otterton_Zootopia.jpg/revision/latest?cb=20151026040620
Duke Weaselton,Zootopia,2016,character,https://disney.fandom.com/wiki/Duke_Weaselton,https://static.wikia.nocookie.net/disney/images/7/77/Duke_Weaselton.jpg/revision/latest?cb=20160712053516
Gazelle,Zootopia,2016,character,https://disney.fandom.com/wiki/Gazelle,https://static.wikia.nocookie.net/disney/images/9/9a/Profile_-_Gazelle.jpeg/revision/latest?cb=20190629232829
Doug,Zootopia,2016,villain,https://disney.fandom.com/wiki/Doug_(Zootopia),https://static.wikia.nocookie.net/disney/images/d/d7/Doug_Zootopia.jpg/revision/latest?cb=20160328123004
Razorbacks,Zootopia,2016,villain,https://disney.fandom.com/wiki/Razorbacks,https://static.wikia.nocookie.net/disney/images/d/da/Razorbacks.png/revision/latest?cb=20230323014404
Woolter and Jesse,Zootopia,2016,villain,https://disney.fandom.com/wiki/Woolter_and_Jesse,https://static.wikia.nocookie.net/disney/images/2/22/Woolter_and_Jesse.png/revision/latest?cb=20171020005526
Miguel Rivera,Coco,2017,protagonist,https://disney.fandom.com/wiki/Miguel_Rivera,https://static.wikia.nocookie.net/disney/images/0/00/Profile_-_Miguel_Rivera.jpg/revision/latest?cb=20190315012208
Héctor,Coco,2017,heroes,https://disney.fandom.com/wiki/H%C3%A9ctor,https://static.wikia.nocookie.net/disney/images/1/1e/Profile_-_Hector.png
Ernesto de la Cruz,Coco,2017,villain,https://disney.fandom.com/wiki/Ernesto_de_la_Cruz,https://static.wikia.nocookie.net/disney/images/8/82/Profile_-_Ernesto_de_la_Cruz.png/revision/latest?cb=20190315013753
Imelda,Coco,2017,heroines,https://disney.fandom.com/wiki/Imelda,https://static.wikia.nocookie.net/disney/images/e/e1/Profile_-_Imelda_Rivera.png/revision/latest?cb=20190315012800
Abuelita,Coco,2017,heroine,https://disney.fandom.com/wiki/Abuelita_(Coco),https://static.wikia.nocookie.net/disney/images/c/cd/Profile_-_Abuelita.png
Mamá Coco,Coco,2017,heroines,https://disney.fandom.com/wiki/Mam%C3%A1_Coco,https://static.wikia.nocookie.net/disney/images/d/d0/Profile_-_Mam%C3%A1_Coco.png/revision/latest?cb=20190315013129
Chicharrón,Coco,2017,character,https://disney.fandom.com/wiki/Chicharr%C3%B3n,https://static.wikia.nocookie.net/disney/images/c/c2/Profile_-_Chicharr%C3%B3n.jpg/revision/latest?cb=20190718045104
Frida Kahlo,Coco,2017,heroine,https://disney.fandom.com/wiki/Frida_Kahlo,https://static.wikia.nocookie.net/disney/images/6/68/Frida.PNG
Papá Julio,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Tía Rosita,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Tía Victoria,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Tío Oscar and Tío Felipe,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Enrique Rivera,Coco,2017,heroes,https://disney.fandom.com/wiki/Enrique_Rivera,https://static.wikia.nocookie.net/disney/images/5/51/Enrique_Rivera.PNG
Luisa Rivera,Coco,2017,heroine,https://disney.fandom.com/wiki/Luisa_Rivera,https://static.wikia.nocookie.net/disney/images/f/fd/Profile_-_Luisa_Rivera.jpg
Papá Franco,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Tía Gloria,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Tío Berto,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Abel Rivera,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Rosa Rivera,Coco,2017,heroines,https://disney.fandom.com/wiki/The_Riveras,https://static.wikia.nocookie.net/disney/images/9/97/Profile_-_Rivera_Family.jpg/revision/latest?cb=20190718044928
Arrival Agent,Coco,2017,heroes,https://disney.fandom.com/wiki/Arrival_Agent,https://static.wikia.nocookie.net/disney/images/0/0b/Arrival_Agent_.jpg
Departure Agent,Coco,2017,character,https://disney.fandom.com/wiki/Departure_Agent,https://static.wikia.nocookie.net/disney/images/d/d6/Coco_%282017%29_-_Departure_Agent.png/revision/latest?cb=20220923193312
Emcee,Coco,2017,character,https://disney.fandom.com/wiki/Emcee,https://static.wikia.nocookie.net/disney/images/a/a4/Emcee.webp/revision/latest?cb=20210124205106
Juan Ortodoncia,Coco,2017,character,https://disney.fandom.com/wiki/Juan_Ortodoncia,https://static.wikia.nocookie.net/disney/images/5/54/Juan_Ortodoncia.PNG/revision/latest?cb=20171128233341
Bob Parr/Mr. Incredible,Incredibles 2,2018,protagonist,https://disney.fandom.com/wiki/Mr._Incredible,https://static.wikia.nocookie.net/disney/images/d/d2/Profile_-_Bob_Parr.jpeg/revision/latest?cb=20190313155821
Helen Parr/Elastigirl,Incredibles 2,2018,protagonist,https://disney.fandom.com/wiki/Elastigirl,https://static.wikia.nocookie.net/disney/images/3/3a/Profile_-_Helen_Parr.jpeg/revision/latest?cb=20200205215542
Violet Parr,Incredibles 2,2018,heroine,https://disney.fandom.com/wiki/Violet_Parr,https://static.wikia.nocookie.net/disney/images/e/e0/Profile_-_Violet_Parr.jpeg
Dash Parr,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Dash_Parr,https://static.wikia.nocookie.net/disney/images/5/5e/Profile_-_Dash_Parr.jpeg
Jack-Jack Parr,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Jack-Jack_Parr,https://static.wikia.nocookie.net/disney/images/2/28/Profile_-_Jack_Jack_Parr.jpeg
Lucius Best/Frozone,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Frozone,https://static.wikia.nocookie.net/disney/images/5/5c/Profile_-_Frozone.jpg/revision/latest?cb=20211114020752
Winston Deavor,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Winston_Deavor,https://static.wikia.nocookie.net/disney/images/7/72/Profile_-_Winston_Deavor.png
Evelyn Deavor,Incredibles 2,2018,villain,https://disney.fandom.com/wiki/Evelyn_Deavor,https://static.wikia.nocookie.net/disney/images/d/d4/Profile_-_Evelyn_Deavor.png/revision/latest?cb=20190313164320
Edna Mode,Incredibles 2,2018,heroine,https://disney.fandom.com/wiki/Edna_Mode,https://static.wikia.nocookie.net/disney/images/f/ff/Profile_-_Edna_Mode.jpg
Rick Dicker,Incredibles 2,2018,character,https://disney.fandom.com/wiki/Rick_Dicker,https://static.wikia.nocookie.net/disney/images/f/f5/RickDicker.jpg/revision/latest?cb=20110709205517
Tony Rydinger,Incredibles 2,2018,character,https://disney.fandom.com/wiki/Tony_Rydinger,https://static.wikia.nocookie.net/disney/images/a/a4/Tony_Rydinger_Profile.jpg/revision/latest?cb=20240824220918
Karen/Voyd,Incredibles 2,2018,heroines,https://disney.fandom.com/wiki/Voyd,https://static.wikia.nocookie.net/disney/images/4/4c/Profile_-_Voyd.png/revision/latest?cb=20190313163342
Gus Burns/Reflux,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Reflux,https://static.wikia.nocookie.net/disney/images/9/96/Profile_-_Reflux.png/revision/latest?cb=20190313164739
Krushauer,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Krushauer,https://static.wikia.nocookie.net/disney/images/6/6e/Profile_-_Krushauer.jpg
He-Lectrix,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/He-Lectrix,https://static.wikia.nocookie.net/disney/images/4/4a/Profile_-_He-Lectrix.png
Pizza Boy/Screenslaver,Incredibles 2,2018,character,https://disney.fandom.com/wiki/Screenslaver,https://static.wikia.nocookie.net/disney/images/6/6a/Screenslaver_Pixar.png/revision/latest?cb=20180616192649
Ambassador Henrietta Selick,Incredibles 2,2018,heroine,https://disney.fandom.com/wiki/Ambassador_Henrietta_Selick,https://static.wikia.nocookie.net/disney/images/5/55/Ambassador.PNG
the Underminer,Incredibles 2,2018,villain,https://disney.fandom.com/wiki/The_Underminer,https://static.wikia.nocookie.net/disney/images/e/e3/Profile_-_Underminer.jpg/revision/latest?cb=20190702052504
Honey Best,Incredibles 2,2018,heroine,https://disney.fandom.com/wiki/Honey_Best,https://static.wikia.nocookie.net/disney/images/b/bd/Honey_Best.png
Screech,Incredibles 2,2018,heroes,https://disney.fandom.com/wiki/Screech,https://static.wikia.nocookie.net/disney/images/b/b7/Profile_-_Screech.png
Brick,Incredibles 2,2018,heroine,https://disney.fandom.com/wiki/Brick,https://static.wikia.nocookie.net/disney/images/9/96/Profile_-_Brick.png
Alexander Galbaki,Incredibles 2,2018,villain,https://disney.fandom.com/wiki/Alexander_Galbaki,https://static.wikia.nocookie.net/disney/images/4/41/Alexander_Galbaki.JPG/revision/latest?cb=20200814180008
Nelson Deavor,Incredibles 2,2018,villain,https://disney.fandom.com/wiki/Nelson_Deavor,https://static.wikia.nocookie.net/disney/images/8/8f/Nelson_Deavor.jpg/revision/latest?cb=20180627043611
Lance Sterling,Spies in Disguise,2019,protagonist,https://disney.fandom.com/wiki/Lance_Sterling,https://static.wikia.nocookie.net/disney/images/a/a7/Lance_Sterling_-_Spies_in_Disguise.jpg/revision/latest?cb=20230822211349
Walter Beckett,Spies in Disguise,2019,protagonist,https://disney.fandom.com/wiki/Walter_Beckett,https://static.wikia.nocookie.net/disney/images/c/c3/Profile_-_Walter_Beckett.png/revision/latest?cb=20200501184238
Marcy Kappel,Spies in Disguise,2019,heroine,https://disney.fandom.com/wiki/Marcy_Kappel,https://static.wikia.nocookie.net/disney/images/c/c1/Marcy_Kappel.jpg
Killian,Spies in Disguise,2019,villain,https://disney.fandom.com/wiki/Killian,https://static.wikia.nocookie.net/disney/images/3/32/KillianProfilePic.jpg/revision/latest?cb=20191228043427
Joy Jenkins,Spies in Disguise,2019,heroine,https://disney.fandom.com/wiki/Joy_Jenkins,https://static.wikia.nocookie.net/disney/images/e/e8/Joy_Jenkins.png
Wendy Beckett,Spies in Disguise,2019,heroine,https://disney.fandom.com/wiki/Wendy_Beckett,https://static.wikia.nocookie.net/disney/images/b/b7/Wendy_Beckett.jpg
Eyes,Spies in Disguise,2019,heroines,https://disney.fandom.com/wiki/Eyes_and_Ears,https://static.wikia.nocookie.net/disney/images/0/0a/Eyes_and_Ears.jpg/revision/latest?cb=20210628145856
Ears,Spies in Disguise,2019,heroines,https://disney.fandom.com/wiki/Eyes_and_Ears,https://static.wikia.nocookie.net/disney/images/0/0a/Eyes_and_Ears.jpg/revision/latest?cb=20210628145856
Katsu Kimura,Spies in Disguise,2019,villain,https://disney.fandom.com/wiki/Katsu_Kimura,https://static.wikia.nocookie.net/disney/images/4/4b/Spies-In-Disguise-Katsu-Kimura-design.PNG/revision/latest?cb=20200408044544
M9 Assassins,Spies in Disguise,2019,villain,https://disney.fandom.com/wiki/M9_Assassins,https://static.wikia.nocookie.net/disney/images/3/39/M9_Assassins.png/revision/latest?cb=20210628023253
Ian Lightfoot,Onward,2020,protagonist,https://disney.fandom.com/wiki/Ian_Lightfoot,https://static.wikia.nocookie.net/disney/images/c/c5/Profile_-_Ian_Lightfoot.jpg/revision/latest?cb=20210130034944
Barley Lightfoot,Onward,2020,heroes,https://disney.fandom.com/wiki/Barley_Lightfoot,https://static.wikia.nocookie.net/disney/images/b/b7/Profile_-_Barley_Lightfoot.jpg
Laurel Lightfoot,Onward,2020,heroine,https://disney.fandom.com/wiki/Laurel_Lightfoot,https://static.wikia.nocookie.net/disney/images/8/89/Profile_-_Laurel_Lightfoot.jpg
Corey the Manticore,Onward,2020,heroine,https://disney.fandom.com/wiki/Corey_the_Manticore,https://static.wikia.nocookie.net/disney/images/d/dc/Corey_the_Manticore.jpg
Colt Bronco,Onward,2020,heroes,https://disney.fandom.com/wiki/Colt_Bronco,https://static.wikia.nocookie.net/disney/images/e/e1/ColtBroncoProfilePic.JPG
Wilden Lightfoot,Onward,2020,heroes,https://disney.fandom.com/wiki/Wilden_Lightfoot,https://static.wikia.nocookie.net/disney/images/a/ab/Mr.LightfootPic.jpg
Specter,Onward,2020,heroine,https://disney.fandom.com/wiki/Specter,https://static.wikia.nocookie.net/disney/images/5/5b/Specter_profile.png
Gore,Onward,2020,heroine,https://disney.fandom.com/wiki/Gore,https://static.wikia.nocookie.net/disney/images/3/30/Gore_profile.png
Dewdrop,Onward,2020,villain,https://disney.fandom.com/wiki/Dewdrop,https://static.wikia.nocookie.net/disney/images/c/c8/Dewdrop.png/revision/latest?cb=20200306095248
Grecklin,Onward,2020,character,https://disney.fandom.com/wiki/Grecklin,https://static.wikia.nocookie.net/disney/images/a/ac/Profile_-_Grecklin.jpg/revision/latest?cb=20221024230111
Gaxton,Onward,2020,character,https://disney.fandom.com/wiki/Gaxton,https://static.wikia.nocookie.net/disney/images/6/67/Gaxton_onward.png/revision/latest?cb=20200703034513
Avel,Onward,2020,character,https://disney.fandom.com/wiki/Avel,https://static.wikia.nocookie.net/disney/images/2/2c/Avel.jpg/revision/latest?cb=20200713160839
Fennwick,Onward,2020,character,https://disney.fandom.com/wiki/Fennwick,https://static.wikia.nocookie.net/disney/images/9/90/Fennwick.png/revision/latest?cb=20200717004451
Cobweb,Onward,2020,villain,https://disney.fandom.com/wiki/Cobweb,https://static.wikia.nocookie.net/disney/images/3/31/Cobweb.jpg/revision/latest?cb=20200718003820
Pixie Dusters,Onward,2020,villain,https://disney.fandom.com/wiki/Pixie_Dusters,https://static.wikia.nocookie.net/disney/images/8/8c/Onward_Fairies_Poster.jpg/revision/latest?cb=20200116180900
Sirens,Onward,2020,villain,https://disney.fandom.com/wiki/Sirens,https://static.wikia.nocookie.net/disney/images/c/c2/Sirens.png/revision/latest?cb=20201220033726
Joe Gardner,Soul,2020,protagonist,https://disney.fandom.com/wiki/Joe_Gardner,https://static.wikia.nocookie.net/disney/images/3/31/Profile_-_Joe_Gardner.png/revision/latest?cb=20210126230335
22,Soul,2020,heroine,https://disney.fandom.com/wiki/22,https://static.wikia.nocookie.net/disney/images/2/25/Profile_-_22.png
Moonwind Stardancer,Soul,2020,heroes,https://disney.fandom.com/wiki/Moonwind,https://static.wikia.nocookie.net/disney/images/b/bb/Moonwind.png/revision/latest?cb=20201225002851
Terry,Soul,2020,character,https://disney.fandom.com/wiki/Terry,https://static.wikia.nocookie.net/disney/images/4/43/Terry_417.jpg/revision/latest?cb=20210102171640
Counselor Jerry A,Soul,2020,heroines,https://disney.fandom.com/wiki/Jerry_(Soul),https://static.wikia.nocookie.net/disney/images/e/e8/All_the_Jerrys_.jpg/revision/latest?cb=20210126022144
Counselor Jerry B,Soul,2020,heroines,https://disney.fandom.com/wiki/Jerry_(Soul),https://static.wikia.nocookie.net/disney/images/e/e8/All_the_Jerrys_.jpg/revision/latest?cb=20210126022144
Libba Gardner,Soul,2020,heroine,https://disney.fandom.com/wiki/Libba_Gardner,https://static.wikia.nocookie.net/disney/images/6/6f/Libba_Gardner.jpg
Dez,Soul,2020,character,https://disney.fandom.com/wiki/Dez_(Soul),https://static.wikia.nocookie.net/disney/images/a/ad/Dez_Soul1.jpg/revision/latest?cb=20201228064257
Curley Baker,Soul,2020,protagonist,https://disney.fandom.com/wiki/Curley_Baker,https://static.wikia.nocookie.net/disney/images/e/eb/Curly.jpg/revision/latest?cb=20201221022205
Dorothea Williams,Soul,2020,heroine,https://disney.fandom.com/wiki/Dorothea_Williams,https://static.wikia.nocookie.net/disney/images/5/59/Profile_-_Dorothea_Williams_%282020%29.jpeg
Paul,Soul,2020,character,https://disney.fandom.com/wiki/Paul_(Soul),https://static.wikia.nocookie.net/disney/images/5/51/Soul_2020_paul.jpg/revision/latest?cb=20210102173537
Connie,Soul,2020,character,https://disney.fandom.com/wiki/Connie,https://static.wikia.nocookie.net/disney/images/5/56/Profile_-_Connie.jpg/revision/latest?cb=20221210001142
Counselor Jerry C,Soul,2020,heroines,https://disney.fandom.com/wiki/Jerry_(Soul),https://static.wikia.nocookie.net/disney/images/e/e8/All_the_Jerrys_.jpg/revision/latest?cb=20210126022144
Counselor Jerry D,Soul,2020,heroines,https://disney.fandom.com/wiki/Jerry_(Soul),https://static.wikia.nocookie.net/disney/images/e/e8/All_the_Jerrys_.jpg/revision/latest?cb=20210126022144
Greg Heffley,Diary of a Wimpy Kid,2021,protagonist,https://disney.fandom.com/wiki/Greg_Heffley,https://static.wikia.nocookie.net/disney/images/d/d1/Profile_-_Greg_Heffley.jpg/revision/latest?cb=20230908173630
Rowley Jefferson,Diary of a Wimpy Kid,2021,character,https://disney.fandom.com/wiki/Rowley_Jefferson,https://static.wikia.nocookie.net/disney/images/e/e8/Profile_-_Rowley_Jefferson.jpg/revision/latest?cb=20231210170218
Frank Heffley,Diary of a Wimpy Kid,2021,character,https://disney.fandom.com/wiki/Frank_Heffley,https://static.wikia.nocookie.net/disney/images/5/57/Profile_-_Frank_Heffley.png/revision/latest?cb=20231212000117
Susan Heffley,Diary of a Wimpy Kid,2021,character,https://disney.fandom.com/wiki/Susan_Heffley,https://static.wikia.nocookie.net/disney/images/b/ba/Profile_-_Susan_Heffley.jpg/revision/latest?cb=20231211234309
Rodrick Heffley,Diary of a Wimpy Kid,2021,character,https://disney.fandom.com/wiki/Rodrick_Heffley,https://static.wikia.nocookie.net/disney/images/1/1e/Profile_-_Roderick_Heffley.jpg/revision/latest?cb=20231211030757
Manny Heffley,Diary of a Wimpy Kid,2021,character,https://disney.fandom.com/wiki/Manny_Heffley,https://static.wikia.nocookie.net/disney/images/a/a6/Profile_-_Manny_Heffley.jpg/revision/latest?cb=20231212002341
Fregley,Diary of a Wimpy Kid,2021,protagonist,https://disney.fandom.com/wiki/Fregley,https://static.wikia.nocookie.net/disney/images/f/f2/Profile_-_Fregley.jpg/revision/latest?cb=20231216020932
Mirabel Madrigal,Encanto,2021,protagonist,https://disney.fandom.com/wiki/Mirabel_Madrigal,https://static.wikia.nocookie.net/disney/images/2/2e/Profile_-_Mirabel_Madrigal.png/revision/latest?cb=20220213075457
Alma Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Alma_Madrigal,https://static.wikia.nocookie.net/disney/images/c/c5/Profile_-_Alma_Madrigal.jpg
Bruno Madrigal,Encanto,2021,heroes,https://disney.fandom.com/wiki/Bruno_Madrigal,https://static.wikia.nocookie.net/disney/images/3/33/Profile_-_Bruno_Madrigal.png
Félix Madrigal,Encanto,2021,heroes,https://disney.fandom.com/wiki/F%C3%A9lix_Madrigal,https://static.wikia.nocookie.net/disney/images/9/90/Profile_-_F%C3%A9lix_Madrigal.png
Luisa Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Luisa_Madrigal,https://static.wikia.nocookie.net/disney/images/d/df/Profile_-_Luisa_Madrigal.jpg
Julieta Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Julieta_Madrigal,https://static.wikia.nocookie.net/disney/images/b/ba/Julieta_Madrigal.jpg
Pepa Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Pepa_Madrigal,https://static.wikia.nocookie.net/disney/images/d/d0/Pepa_Madrigal.jpg
Isabela Madrigal,Encanto,2021,heroine,https://disney.fandom.com/wiki/Isabela_Madrigal,https://static.wikia.nocookie.net/disney/images/4/47/Profile_-_Isabela_Madrigal.png
Agustín Madrigal,Encanto,2021,heroes,https://disney.fandom.com/wiki/Agust%C3%ADn_Madrigal,https://static.wikia.nocookie.net/disney/images/8/8e/Profile_-_Agust%C3%ADn_Madrigal.jpg
Camilo Madrigal,Encanto,2021,heroes,https://disney.fandom.com/wiki/Camilo_Madrigal,https://static.wikia.nocookie.net/disney/images/b/bf/Profile_-_Camilo_Madrigal.jpg
Antonio Madrigal,Encanto,2021,heroes,https://disney.fandom.com/wiki/Antonio_Madrigal,https://static.wikia.nocookie.net/disney/images/2/2e/Antonio_Madrigal.jpg
